,country,year,value,category,region,directions,capitals,official_language
4841,Poland,1994,59184.8167449163,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
4842,Poland,1993,59798.5582285691,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
4843,Poland,1992,60719.2536724422,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
4844,Poland,1991,64062.6127156915,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
4845,Poland,1990,67064.0400741522,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Warsaw,Polish
4846,Portugal,2014,11374.1561796849,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
4847,Portugal,2013,11560.465782546,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
4848,Portugal,2012,11798.7302349001,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
4849,Portugal,2011,12123.974738762,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
4850,Portugal,2010,12108.0204084857,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
4851,Portugal,2009,12448.6379070819,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
4852,Portugal,2008,12553.8952717715,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
4853,Portugal,2007,12799.6306415142,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
4854,Portugal,2006,13004.4137934613,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
4855,Portugal,2005,13508.0444706683,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
4856,Portugal,2004,13521.2698686566,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
4857,Portugal,2003,13510.7943363221,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
4858,Portugal,2002,13270.3197187701,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
4859,Portugal,2001,12958.8787386983,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
4860,Portugal,2000,12639.4362223485,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
4861,Portugal,1999,12743.7715374656,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
4862,Portugal,1998,12531.4768578546,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
4863,Portugal,1997,12071.4136178801,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
4864,Portugal,1996,11866.5224135865,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
4865,Portugal,1995,11863.022133925,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
4866,Portugal,1994,11493.1647729527,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
4867,Portugal,1993,11040.8233937646,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
4868,Portugal,1992,11024.9964012123,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
4869,Portugal,1991,10834.9303764926,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
4870,Portugal,1990,10599.4817581936,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South West,Lisbon,Portuguese
4871,Romania,2014,29101.498838372,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
4872,Romania,2013,29191.884198204,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
4873,Romania,2012,29612.0449638371,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
4874,Romania,2011,29103.712694332,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
4875,Romania,2010,29750.669877696,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
4876,Romania,2009,31949.2870169765,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
4877,Romania,2008,33537.5507405169,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
4878,Romania,2007,34257.4868141058,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
4879,Romania,2006,35480.8785188678,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
4880,Romania,2005,36102.062476496,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
4881,Romania,2004,36332.7137709539,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
4882,Romania,2003,37762.3036977547,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
4883,Romania,2002,37815.8281581869,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
4884,Romania,2001,38303.8426044501,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
4885,Romania,2000,36291.1315956144,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
4886,Romania,1999,35542.5946511613,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
4887,Romania,1998,37069.3177406358,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
4888,Romania,1997,39362.6307016748,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
4889,Romania,1996,42560.8709800098,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
4890,Romania,1995,43002.2946675177,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
4891,Romania,1994,43060.8333223704,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
4892,Romania,1993,44116.8406111296,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
4893,Romania,1992,45874.7728245789,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
4894,Romania,1991,51601.7076598056,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
4895,Romania,1990,62314.7567421458,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bucharest,Romanian
4896,Russian Federation,2014,859101.067596339,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
4897,Russian Federation,2013,856648.068476539,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
4898,Russian Federation,2012,852552.481621696,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
4899,Russian Federation,2011,842543.993580557,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
4900,Russian Federation,2010,827300.14885215,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
4901,Russian Federation,2009,799070.495434016,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
4902,Russian Federation,2008,819537.108753173,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
4903,Russian Federation,2007,817694.587677569,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
4904,Russian Federation,2006,806182.562699162,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
4905,Russian Federation,2005,790311.941662593,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
4906,Russian Federation,2004,777315.958937797,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
4907,Russian Federation,2003,737661.372592713,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
4908,Russian Federation,2002,689309.206365057,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
4909,Russian Federation,2001,661581.711232814,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
4910,Russian Federation,2000,634332.610865134,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
4911,Russian Federation,1999,615217.687290042,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
4912,Russian Federation,1998,614448.449154696,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
4913,Russian Federation,1997,627871.889657435,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
4914,Russian Federation,1996,637618.056003041,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
4915,Russian Federation,1995,655448.422294398,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
4916,Russian Federation,1994,680641.143637547,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
4917,Russian Federation,1993,737770.858518844,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
4918,Russian Federation,1992,794953.160990131,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
4919,Russian Federation,1991,875196.162996812,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
4920,Russian Federation,1990,942383.462118004,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North East,Moscow,Russian
4921,Slovakia,2014,4363.29112322851,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
4922,Slovakia,2013,4555.86784703824,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
4923,Slovakia,2012,4408.49510534884,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
4924,Slovakia,2011,4788.51272057605,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
4925,Slovakia,2010,4707.52415289806,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
4926,Slovakia,2009,4668.54719152074,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
4927,Slovakia,2008,5120.15578648425,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
4928,Slovakia,2007,4894.01010856053,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
4929,Slovakia,2006,5028.68835754704,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
4930,Slovakia,2005,5184.36933254953,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
4931,Slovakia,2004,5183.93487150681,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
4932,Slovakia,2003,5138.51406858598,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
4933,Slovakia,2002,5237.54381346797,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
4934,Slovakia,2001,5358.10742688496,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
4935,Slovakia,2000,5422.7427246162,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
4936,Slovakia,1999,5657.96959573303,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
4937,Slovakia,1998,5708.46919242492,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
4938,Slovakia,1997,5749.457734349,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
4939,Slovakia,1996,6049.61100679276,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
4940,Slovakia,1995,6132.90650836921,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
4941,Slovakia,1994,5988.53761142181,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
4942,Slovakia,1993,6155.26738815384,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
4943,Slovakia,1992,6553.87787414712,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
4944,Slovakia,1991,6887.8601811054,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
4945,Slovakia,1990,7121.2834186975,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Bratislava,Slovak
4946,Slovenia,2014,1978.92047046031,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
4947,Slovenia,2013,2080.22651630495,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
4948,Slovenia,2012,2127.71067150079,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
4949,Slovenia,2011,2182.15441596544,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
4950,Slovenia,2010,2187.90236287205,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
4951,Slovenia,2009,2207.16389844843,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
4952,Slovenia,2008,2247.92799808857,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
4953,Slovenia,2007,2391.90961197287,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
4954,Slovenia,2006,2391.73695756628,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
4955,Slovenia,2005,2437.58307667229,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
4956,Slovenia,2004,2449.21446657268,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
4957,Slovenia,2003,2471.36919403308,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
4958,Slovenia,2002,2515.78600812245,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
4959,Slovenia,2001,2422.01857221348,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
4960,Slovenia,2000,2459.12599911899,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
4961,Slovenia,1999,2373.46242276013,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
4962,Slovenia,1998,2370.50421902455,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
4963,Slovenia,1997,2331.42106935408,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
4964,Slovenia,1996,2338.37240810363,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
4965,Slovenia,1995,2378.69044191864,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
4966,Slovenia,1994,2350.49469278122,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
4967,Slovenia,1993,2353.82832323806,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
4968,Slovenia,1992,2429.87919040936,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
4969,Slovenia,1991,2384.36661489612,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
4970,Slovenia,1990,2471.36093079217,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Ljubljana,Slovene
4971,Spain,2014,34450.6511625869,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South,Madrid,Spanish
4972,Spain,2013,34043.956531788,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South,Madrid,Spanish
4973,Spain,2012,34614.9874675765,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South,Madrid,Spanish
4974,Spain,2011,35615.1350344722,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South,Madrid,Spanish
4975,Spain,2010,35291.2127611771,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South,Madrid,Spanish
4976,Spain,2009,37270.5119828752,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South,Madrid,Spanish
4977,Spain,2008,35588.3535943915,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South,Madrid,Spanish
4978,Spain,2007,36422.1025275888,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South,Madrid,Spanish
4979,Spain,2006,35804.8128583556,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South,Madrid,Spanish
4980,Spain,2005,35576.2419918783,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South,Madrid,Spanish
4981,Spain,2004,36137.9677434611,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South,Madrid,Spanish
4982,Spain,2003,36826.7232000656,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South,Madrid,Spanish
4983,Spain,2002,36482.1402838537,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South,Madrid,Spanish
4984,Spain,2001,36310.6338952737,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South,Madrid,Spanish
4985,Spain,2000,35247.7130225363,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South,Madrid,Spanish
4986,Spain,1999,34269.9240249584,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South,Madrid,Spanish
4987,Spain,1998,34044.2064020706,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South,Madrid,Spanish
4988,Spain,1997,33553.5165538679,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South,Madrid,Spanish
4989,Spain,1996,32667.3653350493,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South,Madrid,Spanish
4990,Spain,1995,31370.4074782782,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South,Madrid,Spanish
4991,Spain,1994,30913.1253878026,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South,Madrid,Spanish
4992,Spain,1993,30056.5712241291,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South,Madrid,Spanish
4993,Spain,1992,30128.9391822298,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South,Madrid,Spanish
4994,Spain,1991,29619.8064908904,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South,Madrid,Spanish
4995,Spain,1990,29575.3539622042,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,South,Madrid,Spanish
4996,Sweden,2014,5158.27460523819,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Stockholm,Swedish
4997,Sweden,2013,5277.9329959555,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Stockholm,Swedish
4998,Sweden,2012,5377.20589996254,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Stockholm,Swedish
4999,Sweden,2011,5564.02878754298,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Stockholm,Swedish
5000,Sweden,2010,5687.88384904194,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Stockholm,Swedish
5001,Sweden,2009,5805.53611701953,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Stockholm,Swedish
5002,Sweden,2008,5936.88253361973,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,Europe,North,Stockholm,Swedish
